timestamp,feature_name,tokens_used,api_cost_usd,manual_time_saved_mins,hourly_labor_rate
2026-02-24 19:54:11.674037,AI_Code_Refactor,1502,0.0451,17.33,60
2026-03-06 19:54:11.674075,AI_Support_Bot,963,0.0193,9.75,25
2026-02-25 19:54:11.674112,AI_Code_Refactor,1653,0.0496,18.22,60
2026-02-26 19:54:11.674158,AI_Support_Bot,722,0.0144,8.91,25
2026-02-17 19:54:11.674197,AI_Email_Composer,3999,0.04,6.39,30
2026-03-08 19:54:11.674236,AI_Code_Refactor,2232,0.067,20.36,60
2026-03-10 19:54:11.674277,AI_Support_Bot,3645,0.0729,10.05,25
2026-03-11 19:54:11.674316,AI_Support_Bot,2293,0.0459,6.19,25
2026-03-15 19:54:11.674363,AI_Support_Bot,3006,0.0601,7.6,25
2026-03-02 19:54:11.674421,AI_Email_Composer,1282,0.0128,3.88,30
2026-03-05 19:54:11.674481,AI_Code_Refactor,3595,0.1079,20.64,60
2026-03-10 19:54:11.674543,AI_Email_Composer,753,0.0075,3.43,30
2026-03-02 19:54:11.674605,AI_Support_Bot,2967,0.0593,11.1,25
2026-02-19 19:54:11.674695,AI_Email_Composer,1692,0.0169,6.22,30
2026-02-16 19:54:11.674739,AI_Email_Composer,797,0.008,4.03,30
2026-02-26 19:54:11.674779,AI_Support_Bot,3385,0.0677,6.11,25
2026-02-24 19:54:11.674823,AI_Code_Refactor,3255,0.0976,19.09,60
2026-02-19 19:54:11.674864,AI_Code_Refactor,1700,0.051,23.22,60
2026-02-28 19:54:11.674902,AI_Support_Bot,3722,0.0744,13.22,25
2026-02-22 19:54:11.674940,AI_Support_Bot,1366,0.0273,9.42,25
2026-03-11 19:54:11.674978,AI_Code_Refactor,2429,0.0729,19.76,60
2026-03-13 19:54:11.675016,AI_Email_Composer,1628,0.0163,3.69,30
2026-03-13 19:54:11.675060,AI_Code_Refactor,1094,0.0328,22.27,60
2026-03-04 19:54:11.675098,AI_Code_Refactor,638,0.0191,22.76,60
2026-03-04 19:54:11.675136,AI_Email_Composer,3921,0.0392,7.15,30
2026-03-11 19:54:11.675174,AI_Code_Refactor,2388,0.0716,19.16,60
2026-02-25 19:54:11.675210,AI_Email_Composer,2372,0.0237,2.27,30
2026-02-23 19:54:11.675249,AI_Email_Composer,1125,0.0112,2.16,30
2026-03-05 19:54:11.675287,AI_Support_Bot,3873,0.0775,12.42,25
2026-03-16 19:54:11.675324,AI_Email_Composer,2797,0.028,6.54,30
2026-02-17 19:54:11.675362,AI_Code_Refactor,1632,0.049,19.61,60
2026-03-09 19:54:11.675400,AI_Code_Refactor,1732,0.052,15.54,60
2026-03-05 19:54:11.675438,AI_Code_Refactor,2109,0.0633,24.09,60
2026-03-03 19:54:11.675496,AI_Code_Refactor,3698,0.1109,21.32,60
2026-03-15 19:54:11.675582,AI_Support_Bot,695,0.0139,11.2,25
2026-02-22 19:54:11.675704,AI_Email_Composer,1926,0.0193,9.18,30
2026-02-24 19:54:11.675767,AI_Email_Composer,1828,0.0183,5.29,30
2026-02-22 19:54:11.675820,AI_Support_Bot,3979,0.0796,10.87,25
2026-02-24 19:54:11.675878,AI_Code_Refactor,2282,0.0685,20.75,60
2026-03-08 19:54:11.675936,AI_Code_Refactor,977,0.0293,23.45,60
2026-02-23 19:54:11.675988,AI_Email_Composer,1235,0.0124,5.79,30
2026-02-18 19:54:11.676046,AI_Email_Composer,1117,0.0112,-0.47,30
2026-03-08 19:54:11.676104,AI_Code_Refactor,2861,0.0858,20.34,60
2026-03-04 19:54:11.676144,AI_Code_Refactor,2778,0.0833,22.55,60
2026-02-24 19:54:11.676182,AI_Code_Refactor,3063,0.0919,18.73,60
2026-02-18 19:54:11.676221,AI_Code_Refactor,2653,0.0796,15.24,60
2026-02-19 19:54:11.676260,AI_Support_Bot,1174,0.0235,10.24,25
2026-02-25 19:54:11.676305,AI_Code_Refactor,1344,0.0403,18.88,60
2026-03-02 19:54:11.676344,AI_Email_Composer,3030,0.0303,3.53,30
2026-03-09 19:54:11.676383,AI_Support_Bot,1516,0.0303,8.76,25
2026-03-08 19:54:11.676426,AI_Code_Refactor,3567,0.107,22.03,60
2026-02-27 19:54:11.676465,AI_Email_Composer,1442,0.0144,7.3,30
2026-02-19 19:54:11.676504,AI_Email_Composer,1679,0.0168,2.52,30
2026-02-24 19:54:11.676541,AI_Support_Bot,2267,0.0453,10.18,25
2026-03-07 19:54:11.676582,AI_Code_Refactor,2867,0.086,19.49,60
2026-02-20 19:54:11.676620,AI_Code_Refactor,591,0.0177,18.38,60
2026-03-09 19:54:11.676713,AI_Code_Refactor,1619,0.0486,22.04,60
2026-03-10 19:54:11.676755,AI_Code_Refactor,3839,0.1152,21.92,60
2026-02-21 19:54:11.676793,AI_Support_Bot,1301,0.026,10.69,25
2026-03-13 19:54:11.676834,AI_Email_Composer,652,0.0065,4.84,30
2026-02-16 19:54:11.676871,AI_Support_Bot,1113,0.0223,11.29,25
2026-03-03 19:54:11.676917,AI_Email_Composer,1051,0.0105,6.03,30
2026-02-23 19:54:11.676954,AI_Code_Refactor,2292,0.0688,22.55,60
2026-03-05 19:54:11.676993,AI_Email_Composer,2390,0.0239,5.02,30
2026-03-09 19:54:11.677031,AI_Support_Bot,3082,0.0616,10.29,25
2026-02-20 19:54:11.677069,AI_Email_Composer,3612,0.0361,8.29,30
2026-03-01 19:54:11.677107,AI_Code_Refactor,612,0.0184,23.3,60
2026-02-28 19:54:11.677144,AI_Code_Refactor,3684,0.1105,17.54,60
2026-03-07 19:54:11.677182,AI_Support_Bot,2059,0.0412,8.66,25
2026-03-06 19:54:11.677219,AI_Email_Composer,2589,0.0259,4.11,30
2026-02-20 19:54:11.677257,AI_Support_Bot,2620,0.0524,12.66,25
2026-03-16 19:54:11.677295,AI_Email_Composer,3208,0.0321,7.19,30
2026-03-10 19:54:11.677333,AI_Support_Bot,3976,0.0795,10.51,25
2026-03-10 19:54:11.677372,AI_Support_Bot,673,0.0135,6.99,25
2026-03-09 19:54:11.677410,AI_Code_Refactor,773,0.0232,21.52,60
2026-02-25 19:54:11.677447,AI_Support_Bot,684,0.0137,7.91,25
2026-03-10 19:54:11.677508,AI_Code_Refactor,813,0.0244,19.52,60
2026-03-11 19:54:11.677546,AI_Support_Bot,3642,0.0728,9.13,25
2026-02-24 19:54:11.677583,AI_Email_Composer,1900,0.019,6.04,30
2026-02-27 19:54:11.677621,AI_Code_Refactor,1008,0.0302,18.7,60
2026-03-06 19:54:11.677700,AI_Code_Refactor,2782,0.0835,19.38,60
2026-02-22 19:54:11.677772,AI_Email_Composer,3944,0.0394,3.95,30
2026-03-10 19:54:11.677828,AI_Email_Composer,3798,0.038,5.97,30
2026-02-17 19:54:11.677888,AI_Email_Composer,3625,0.0362,3.51,30
2026-02-21 19:54:11.677941,AI_Support_Bot,3568,0.0714,12.03,25
2026-03-12 19:54:11.678341,AI_Code_Refactor,2227,0.0668,22.2,60
2026-02-27 19:54:11.678450,AI_Code_Refactor,3179,0.0954,23.26,60
2026-03-04 19:54:11.678520,AI_Support_Bot,558,0.0112,9.04,25
2026-03-14 19:54:11.678580,AI_Support_Bot,1244,0.0249,6.94,25
2026-02-17 19:54:11.678642,AI_Code_Refactor,1276,0.0383,18.47,60
2026-03-04 19:54:11.678710,AI_Email_Composer,2080,0.0208,2.58,30
2026-03-01 19:54:11.678770,AI_Code_Refactor,3609,0.1083,20.07,60
2026-03-07 19:54:11.678834,AI_Code_Refactor,917,0.0275,16.32,60
2026-02-23 19:54:11.678898,AI_Code_Refactor,1248,0.0374,21.78,60
2026-03-02 19:54:11.678963,AI_Code_Refactor,2187,0.0656,22.29,60
2026-02-26 19:54:11.679136,AI_Code_Refactor,1993,0.0598,19.14,60
2026-02-25 19:54:11.679204,AI_Code_Refactor,1477,0.0443,23.89,60
2026-03-05 19:54:11.679266,AI_Email_Composer,1470,0.0147,8.09,30
2026-02-19 19:54:11.679330,AI_Email_Composer,3451,0.0345,1.38,30
2026-02-26 19:54:11.679397,AI_Email_Composer,1041,0.0104,7.33,30
2026-03-05 19:54:11.679453,AI_Email_Composer,3410,0.0341,2.1,30
2026-02-19 19:54:11.679493,AI_Code_Refactor,2379,0.0714,21.71,60
2026-03-14 19:54:11.679532,AI_Code_Refactor,3324,0.0997,16.15,60
2026-03-09 19:54:11.679571,AI_Support_Bot,2635,0.0527,12.21,25
2026-02-17 19:54:11.679609,AI_Email_Composer,3349,0.0335,4.0,30
2026-02-20 19:54:11.679648,AI_Email_Composer,2526,0.0253,5.32,30
2026-02-27 19:54:11.679711,AI_Code_Refactor,2327,0.0698,21.27,60
2026-02-18 19:54:11.679751,AI_Email_Composer,2178,0.0218,5.57,30
2026-02-22 19:54:11.679790,AI_Email_Composer,3041,0.0304,7.95,30
2026-03-09 19:54:11.679828,AI_Email_Composer,3494,0.0349,3.77,30
2026-02-27 19:54:11.679881,AI_Email_Composer,3488,0.0349,3.87,30
2026-02-24 19:54:11.679920,AI_Code_Refactor,3258,0.0977,20.39,60
2026-03-11 19:54:11.679982,AI_Code_Refactor,1850,0.0555,18.52,60
2026-02-20 19:54:11.680023,AI_Email_Composer,503,0.005,5.03,30
2026-02-20 19:54:11.680063,AI_Email_Composer,2090,0.0209,4.26,30
2026-03-04 19:54:11.680151,AI_Email_Composer,981,0.0098,5.56,30
2026-03-16 19:54:11.680190,AI_Support_Bot,1137,0.0227,7.67,25
2026-02-18 19:54:11.680236,AI_Email_Composer,683,0.0068,4.19,30
2026-03-02 19:54:11.680276,AI_Email_Composer,631,0.0063,4.35,30
2026-02-16 19:54:11.680333,AI_Code_Refactor,1287,0.0386,21.04,60
2026-03-03 19:54:11.680400,AI_Email_Composer,3128,0.0313,2.38,30
2026-02-22 19:54:11.680469,AI_Support_Bot,2709,0.0542,8.12,25
2026-02-21 19:54:11.680563,AI_Email_Composer,2553,0.0255,2.14,30
2026-02-18 19:54:11.680632,AI_Code_Refactor,738,0.0221,19.88,60
2026-03-07 19:54:11.680697,AI_Support_Bot,1348,0.027,10.31,25
2026-03-11 19:54:11.680749,AI_Email_Composer,3152,0.0315,5.04,30
2026-03-16 19:54:11.680844,AI_Email_Composer,1702,0.017,1.98,30
2026-03-07 19:54:11.680906,AI_Support_Bot,3348,0.067,10.0,25
2026-03-09 19:54:11.680962,AI_Email_Composer,755,0.0076,3.1,30
2026-03-15 19:54:11.681021,AI_Email_Composer,1762,0.0176,2.52,30
2026-03-14 19:54:11.681165,AI_Code_Refactor,2932,0.088,16.91,60
2026-03-08 19:54:11.681230,AI_Email_Composer,1581,0.0158,2.56,30
2026-03-14 19:54:11.681285,AI_Support_Bot,2879,0.0576,11.29,25
2026-03-05 19:54:11.681326,AI_Support_Bot,2402,0.048,9.63,25
2026-02-16 19:54:11.681374,AI_Email_Composer,550,0.0055,4.56,30
2026-03-08 19:54:11.681427,AI_Email_Composer,2974,0.0297,2.23,30
2026-02-23 19:54:11.681468,AI_Support_Bot,3731,0.0746,10.53,25
2026-03-05 19:54:11.681522,AI_Code_Refactor,2252,0.0676,22.28,60
2026-02-19 19:54:11.681563,AI_Code_Refactor,1900,0.057,20.09,60
2026-02-25 19:54:11.681615,AI_Code_Refactor,3469,0.1041,21.21,60
2026-03-15 19:54:11.681813,AI_Email_Composer,1204,0.012,5.49,30
2026-02-20 19:54:11.681940,AI_Support_Bot,1974,0.0395,9.28,25
2026-02-22 19:54:11.682089,AI_Code_Refactor,3101,0.093,20.31,60
2026-02-17 19:54:11.682158,AI_Email_Composer,2433,0.0243,4.89,30
2026-03-15 19:54:11.682206,AI_Email_Composer,3418,0.0342,3.77,30
2026-02-24 19:54:11.682259,AI_Code_Refactor,2650,0.0795,21.4,60
2026-03-16 19:54:11.682301,AI_Code_Refactor,864,0.0259,18.55,60
2026-02-15 19:54:11.682340,AI_Support_Bot,3029,0.0606,10.94,25
2026-02-23 19:54:11.682379,AI_Code_Refactor,905,0.0272,20.7,60
2026-03-06 19:54:11.682419,AI_Support_Bot,3525,0.0705,7.89,25
2026-03-05 19:54:11.682457,AI_Email_Composer,3545,0.0355,4.23,30
2026-03-07 19:54:11.682496,AI_Support_Bot,1395,0.0279,11.32,25
2026-02-26 19:54:11.682551,AI_Code_Refactor,980,0.0294,22.28,60
